Identified Proteins (1678),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,Acetate-R1,Acetate-R2,Acetate-R3,Arabinose-R1,Arabinose-R2,Arabinose-R3,Fumarate-R1,Fumarate-R2,Fumarate-R3,Glucose-R1,Glucose-R2,Glucose-R3,LB-R1,LB-R2,LB-R3,Mannitol-R1,Mannitol-R2,Mannitol-R3,Mannose-R1,Mannose-R2,Mannose-R3,Protocatechuate-R1,Protocatechuate-R2,Protocatechuate-R3,Ribose-R1,Ribose-R2,Ribose-R3,Succinate-R1,Succinate-R2,Succinate-R3,Xylose-R1,Xylose-R2,Xylose-R3
"ABC transporter, substrate binding protein (Peptide) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3375 PE=4 SV=1",A9CF37,Atu3375,57 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,0.94895,0,0,0,0.94041,0.94195,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3860 PE=4 SV=1,A9CFR8,Atu3860,82 kDa,,unknown,0,1.0605,0,0,1.189,0,0,0,0,0,0,0,0,1.1008,0,0,0,1.0108,0,0,0,0,0,1.0232,0,0,0,0,0,0,0,0,0
Precorrin-4 C11-methyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cobM PE=3 SV=1,A9CHC7,cobM,27 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,1.7647,0,0,0,0,0,0,0,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1637 PE=4 SV=1,A9CIU1,Atu1637,12 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97876,0,0.88234,0.9675,0,0,0,0,0.94041,0,1.0108
ACT_7 domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0741 PE=1 SV=1,A9CJY8,Atu0741,14 kDa,,unknown,0.95961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99257,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
"Transcriptional regulator, ROK family OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=frcR PE=4 SV=1",A9CKR8,frcR,45 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9939,0,0,0.99257,0.98736,1.0071,0,0,0,0,0,0,0,0,0,0,0,0
Geranyltranstransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ispA PE=1 SV=1,Q7CWE5,ispA,32 kDa,,unknown,0,0,0,0,0,1.0014,0,0.96552,0.95491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92935,0.9276,0,0,0
Dual-specificity RNA methyltransferase RlmN OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rlmN PE=3 SV=3,Q7CWI1,rlmN,45 kDa,,unknown,0.95961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7647,1.935,0,0,0,0,0,0,0
Methylenetetrahydrofolate reductase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=metF PE=3 SV=2,Q7CXU3,metF,33 kDa,,unknown,0,0,1.1868,0,0,0,0,0,0,0,1.1086,0,0,0,0,0,0,0,0,0,0,0,0,1.0232,0,0,0,0,0.92935,0.9276,0,0,0
Sulfite reductase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cysJ PE=4 SV=2,Q7CY41,cysJ,49 kDa,,unknown,0,0,0,1.9612,0,1.0014,0,0,0,0,0,0,0,0,1.0011,0.9939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histidine kinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1362 PE=4 SV=1,Q7CZE9,Atu1362,95 kDa,,unknown,0,0,0,0,0,1.0014,0,0,0,0,0,0,0,0,0,0,0,1.0108,0,0,0,0,0,0,0,0.9675,0.94895,1.0001,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0698 PE=4 SV=2,Q7D0W6,Atu0698,8 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,1.0116,0.91174,0,1.0011,0,0.98595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP-dependant DNA helicase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=uvrD PE=3 SV=2,Q7D2B8,uvrD,131 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,0.94895,0,0,0,0,0.94195,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu5493 PE=4 SV=2,Q7D2Y2,Atu5493,11 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,1.1008,1.0011,0,0,0,0,0.98736,1.0071,0,0,0,0,0,0,0,0,0,0,0,0
Peptidyl-tRNA hydrolase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pth PE=3 SV=2,Q8UD97,pth,26 kDa,,unknown,0,0,0,0,0,0,0,0,0.95491,0,0,0,0,0,0,0,0,0,0,0.98736,0,0,0,0,0.88234,0,0.94895,0,0,0,0,0,1.0108
Bifunctional uridylyltransferase/uridylyl-removing enzyme OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=glnD PE=3 SV=1,Q8UIF1,glnD,106 kDa,,unknown,0,1.0605,0,0,1.189,0,0,0,0,0,0,0,0,0,0,0,0.98595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94195,0
Lactoylglutathione lyase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=lguL PE=4 SV=1,A9CHT7,lguL,15 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,2.7352,0,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetyltransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4496 PE=4 SV=2,Q7CV37,Atu4496,26 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.647,0,0.94895,0,0,0,0,0,0
Hydrolase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3935 PE=4 SV=2,Q7CTN5,Atu3935,48 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,2.2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3091 PE=4 SV=2,Q7CRK5,Atu3091,32 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,1.7647,0,0.94895,0,0,0,0,0,0
"ABC transporter, nucleotide binding/ATPase protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1391 PE=4 SV=1",A9CJ54,Atu1391,26 kDa,,unknown,0,0,0,1.9612,2.3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu5500 PE=4 SV=1,A9CL40,Atu5500,82 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99257,0,0,0,0,0,0.88234,1.935,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3365 PE=4 SV=2,Q7CSA0,Atu3365,21 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7647,0.9675,0.94895,0,0,0,0,0,0
Peptide chain release factor 1 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=prfA PE=3 SV=1,Q8U8B8,prfA,40 kDa,,unknown,0,0,0,0,0,0,0,0.96552,0.95491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8552,0,0,0
Cytochrome d oxidase subunit II OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cydB PE=4 SV=1,A9CG21,cydB,42 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,2.2017,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-carnitine dehydratase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=caiB PE=3 SV=2,Q7CXU0,caiB,43 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1.8235,1.1008,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1531 PE=1 SV=2,Q7CZ16,Atu1531,15 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
Putative malate dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3208 PE=1 SV=2,Q7CRW4,Atu3208,37 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,2.0141,0,0,0,0.88234,0,0,0,0,0,0,0,0
"ABC transporter, substrate binding protein (Amino acid) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu5409 PE=4 SV=1",A9CL88,Atu5409,33 kDa,,unknown,0,0,0,0,2.3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-aminolevulinate synthase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hemA PE=3 SV=2,Q7CWM7,hemA,38 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,0.94895,0,0,0,0,0,0
Thiol:disulfide interchange protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ccmG PE=4 SV=1,A9CHH3,ccmG,17 kDa,,unknown,0,0,0,0,0,1.0014,0,0,0,0,0,0,0.91174,1.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyridoxal phosphate biosynthesis protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pdxA PE=3 SV=1,A9CLQ3,pdxA,34 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,1.0011,0,0,0,0,0,0,0,0,0,0.88234,0,0,0,0,0,0,0,0
Cytidine deaminase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cdd PE=3 SV=2,Q7D250,cdd,14 kDa,,unknown,0,0,1.1868,0,0,0,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABC transporter, nucleotide binding/ATPase protein (Sugar/ribonucleotide) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0127 PE=4 SV=2",Q7D253,Atu0127,55 kDa,,unknown,0,0,0,0,0,0,0.90766,0,0.95491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97876,0,0.88234,0,0,0,0,0,0,0,0
DUF2384 domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0848 PE=4 SV=2,Q7D0J3,Atu0848,14 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,1.1008,0,0,0,0,0.99257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0827 PE=4 SV=1,A9CJU6,Atu0827,8 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94041,0.94195,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0746 PE=3 SV=1,A9CJY6,Atu0746,34 kDa,,unknown,0,0,0,0,0,0,0.90766,0,0,0,0,0,0.91174,1.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94041,0,0
"ABC transporter, nucleotide binding/ATPase protein (Peptide) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0190 PE=3 SV=1",A9CKL2,Atu0190,60 kDa,,unknown,0,0,0,0,0,0,0.90766,0.96552,0.95491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9276,0,0,0
Two component sensor kinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1986 PE=4 SV=2,Q7CY49,Atu1986,55 kDa,,unknown,0,0,0,0,0,1.0014,0,0,0,0,0,0,0.91174,1.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94041,0,0
Adenine deaminase 1 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ade1 PE=3 SV=1,Q7CXF0,ade1,62 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0445,0,1.0232,0,0,0,1.0001,0.92935,0,0,0,0
L-aspartase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=aspA PE=4 SV=1,A9CFN6,aspA,51 kDa,TRUE,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,1.1008,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phosphomannose isomerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3311 PE=4 SV=1,A9CEZ8,Atu3311,45 kDa,,unknown,0,0,0,0,0,1.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0.92935,0.9276,0,0,0
"ABC transporter, substrate binding protein (Iron) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3391 PE=4 SV=1",A9CF49,Atu3391,42 kDa,,unknown,0,0,0,0,0,0,0.90766,0,0,0,0,0,0.91174,1.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94041,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3832 PE=4 SV=1,A9CFR1,Atu3832,57 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0071,0,0,0,0.88234,0,0.94895,0,0,0,0,0,1.0108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4846 PE=4 SV=1,A9CH81,Atu4846,40 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0.94041,0,0
Glutathione-regulated potassium-efflux system protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=kefB PE=3 SV=1,A9CIR7,kefB,64 kDa,,unknown,0,0,0,0,0,0,0,0,0.95491,0,0,0,0,0,0,0.9939,0.98595,0,0,0,0,0,0,0,0,0,0.94895,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1100 PE=4 SV=1,A9CJH5,Atu1100,32 kDa,,unknown,0.95961,0,0,0,0,1.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9276,0,0,0
DJ-1_PfpI domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0886 PE=1 SV=1,A9CJS5,Atu0886,19 kDa,,unknown,0,0,0,0,0,0,0.90766,0,0.95491,0,0,0,0.91174,0,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagellar motor switch protein FliN OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fliN PE=3 SV=1,Q57259,fliN,19 kDa,,unknown,0,0,1.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0232,0.88234,0.9675,0,0,0,0,0,0,0
Cupin_2 domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4368 PE=4 SV=2,Q7CUR9,Atu4368,14 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0011,0,0,0,0,0,0,0,0.97876,0,0.88234,0,0,0,0,0,0,0,0
Pyrroline-5-carboxylate reductase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=proC PE=3 SV=2,Q7CXL8,proC,28 kDa,,unknown,0,0,0,0,0,0,0,0.96552,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94041,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1983 PE=4 SV=2,Q7CY52,Atu1983,26 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,0.94895,0,0,0,0,0,0
Cysteine desulfurase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=nifS PE=3 SV=2,Q7CYG4,nifS,45 kDa,,unknown,0,0,0,0,0,0,0,0.96552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
Long-chain fatty acid transport protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fadL PE=4 SV=2,Q7CYP2,fadL,45 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,0.94895,0,0,0,0,0.94195,1.0108
"7,8-dihydroneopterin aldolase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=folB PE=3 SV=2",Q7CZF7,folB,14 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,1.1008,0,0,0,0,0,0,0,0,0,0,0,0,0.94895,1.0001,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu8116 PE=4 SV=1,Q8U5N6,Atu8116,19 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,1.0116,0,0,0,0,0,0,0.99257,0,1.0071,0,0,1.0232,0,0,0,0,0,0,0,0,0
HTH-type transcriptional regulator OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4088 PE=3 SV=2,Q7CU15,Atu4088,22 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ring hydroxylating dioxygenase, alpha-subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0726 PE=4 SV=1",A9CJZ7,Atu0726,47 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3834 PE=4 SV=1,A9CFR3,Atu3834,26 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,1.8979,0,0,0,0,0,0
Nitrogen fixation protein FixI OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fixI PE=3 SV=1,A9CIZ1,fixI,80 kDa,,unknown,0,0,0,1.9612,0,0,0,0,0,0,0,0,0,1.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molybdopterin converting factor small subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=moaD PE=4 SV=2,Q7CZX6,moaD,9 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,2.2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myo-inositol catabolism IolC protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=iolC PE=4 SV=1,A9CGS1,iolC,67 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.089,0,1.0232,0,0,0,0,0,0,0,0,0
Hydroxybutyrate dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4131 PE=4 SV=1,A9CG46,Atu4131,28 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2017,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-alanine aminotransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dat PE=4 SV=2,Q7CWW2,dat,32 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2017,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABC transporter, nucleotide binding/ATPase protein (Branched chain amino acid) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4125 PE=4 SV=1",A9CG40,Atu4125,26 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemotaxis protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cheW PE=4 SV=2,Q7CWM3,cheW,17 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
Conserved hypothetical OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3909 PE=4 SV=2,Q7CTL5,Atu3909,43 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,1.1008,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2272 PE=4 SV=1,A9CI37,Atu2272,25 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,1.0011,0,0,0,0,0,0,0,0.97876,0,0,0,0,0,0,0,0,0,0
Putative aminoacrylate hydrolase RutD OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rutD PE=3 SV=2,Q7CWX3,rutD,29 kDa,,unknown,0,0,0,0.98062,0,0,0,0,0,0,0,0,0.91174,0,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABC transporter, membrane spanning protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3065 PE=3 SV=1",A9CEM0,Atu3065,35 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
"ABC transporter, membrane spanning protein (Ribose) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3224 PE=3 SV=1",A9CEW0,Atu3224,36 kDa,,unknown,0,0,0,0.98062,1.189,1.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3361 PE=4 SV=1,A9CF27,Atu3361,47 kDa,,unknown,0,0,0,0,0,0,0.90766,0,0.95491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92935,0,0,0,0
Methylmalonyl-CoA mutase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=mutA PE=4 SV=1,A9CFE8,mutA,77 kDa,,unknown,0,0,0,0,0,0,0.90766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0,0.94895,0,0,0,0,0,0
Thiol:disulfide interchange protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dsbE PE=4 SV=1,A9CFF3,dsbE,23 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,0,1.0011,0,0,0,0,0,0,0,0,0,0.88234,0,0,0,0,0,0,0,0
3-hydroxyisobutyrate dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=mmsB PE=3 SV=1,A9CG44,mmsB,30 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0.91174,1.1008,1.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=impG PE=4 SV=1,A9CGG3,impG,66 kDa,,unknown,0,1.0605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0,0,0,0,0,0,0
Oxidoreductase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4377 PE=4 SV=1,A9CGJ1,Atu4377,63 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94041,0.94195,1.0108
"ABC transporter, nucleotide binding/ATPase protein (Spermidine/putrescine) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4424 PE=4 SV=1",A9CGM3,Atu4424,36 kDa,,unknown,0,0,0,0.98062,0,1.0014,0,0,0,0,0,0,0.91174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutamyl-tRNA amidotransferase subunit A OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=gatA PE=4 SV=1,A9CGN6,gatA,50 kDa,,unknown,0,0,0,0,0,0,0.90766,0.96552,0,0,0,0,0,0,0,0,0.98595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-psicose 3-epimerase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dpe PE=1 SV=1,A9CH28,dpe,32 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
tRNA modification GTPase MnmE OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=mnmE PE=3 SV=1,A9CHB2,mnmE,48 kDa,,unknown,0,1.0605,1.1868,0,0,0,0,0,0,0,0,1.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA_pol3_delta domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2750 PE=4 SV=1,A9CHE7,Atu2750,38 kDa,,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88234,0.9675,0.94895,0,0,0,0,0,0
